Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
59712.8223088661,5.7354995215,6.9797523792,3.23,42601.8426151279,1122240.36398457
77733.7311864233,5.6245001437,5.9678323071,3.23,32074.5759861857,1236931.72826266
85707.0787527002,4.3741484908,6.3501568356,4.47,10424.4162454505,966084.420430353
70280.3613517255,4.728804322,5.0128853057,4.4,39662.7418683306,852268.671650633
69330.7412198286,7.3189072604,6.2527573577,2,30097.8355904924,1280669.87346605
72988.7059694556,5.9593792502,5.7484372602,3.36,50566.6447987842,1190213.51290501
65697.8206740207,5.7282016966,7.2821068467,4.2,28742.1259523062,1123851.14141145
76245.2184748448,7.9557665974,7.8261249707,3.12,32016.2347563065,1689120.42652009
53546.8721395812,7.174569183,8.343557927,3.49,45504.2036870917,1573347.78844378
73643.0572984383,6.7668531851,8.3370853502,3.34,43152.1395773558,1696977.6628326
84774.4512207909,7.0196667328,5.4506585165,2.27,32383.5554369743,1414286.72449432
58140.9403169597,5.0648553745,6.6494476611,2.27,49337.5315215261,755292.114360278
61881.1637169717,6.2935853819,6.0482953894,2.31,21397.4486013134,714706.428853739
75312.2595101191,5.3649824058,6.6673655469,4.09,9487.9215854778,944001.558330841
81328.8073044074,6.4831533941,6.9088296724,3.01,31231.5444025179,1523136.48472095
77931.4764574619,6.5016862148,6.6476624307,3.33,23182.6048458819,1422916.81081584
84602.596970597,7.0972458307,7.0084273302,6.11,39683.437996729,1945618.65811402
72445.0333030731,5.4881968792,6.5094491861,2.48,69553.9883271588,1726719.06674413
57497.1281527802,6.674070665,7.5245421885,5.17,43204.157615165,1051123.83309999
87266.3402254392,8.2489593664,7.2342614037,5,45161.1876774113,2249122.54133519
62431.9380995724,6.7989938276,8.599555446,4.48,44115.9834193783,1523915.14468417
72107.4280688339,4.5423063802,6.9819842989,3,29981.3465408189,1039517.5335082
55577.0717542567,6.5339161217,7.162535697,3.47,19560.0124143892,818057.895302721
62327.8944109319,5.2339779285,7.2852254819,4.43,43364.4281897081,1115466.58507141
73931.1426621128,5.6622868452,6.9812466003,2.46,29568.9588621255,1258178.80441188
63429.2746909508,6.3625652747,8.441119043,3.31,37998.9969311872,1435423.70775328
73423.9029544782,5.9753734856,5.8109425116,3.49,34711.7824224993,1153470.43974786
75175.8731131138,8.5617616566,5.1972539047,2.07,22367.4820658568,1425603.49498136
56636.2461275635,6.2570286005,7.8631889426,4.5,28139.3684621932,1048350.69182001
67665.9396272687,6.4671268928,6.3339205621,3.41,24758.4890633215,1214482.37865346
65986.8179394044,4.5317776556,6.8608603936,2.15,24056.6044655033,821859.065727853
54273.9148821629,5.5505436285,6.7988058056,4.44,24233.0614582679,753652.27184518
75547.841619999,3.9924204748,7.3327696526,6.12,40043.1021618383,1220001.33423995
70151.0866118046,6.7241233869,7.7065807347,5.41,15255.2377563078,1075675.10763008
74449.1217364953,6.2236261359,7.392675062,3.1,24837.5907279407,1396082.35204525
66919.6403225951,7.8264359518,7.3205628338,6.03,18867.7816187142,1137801.93271183
68473.8631158123,5.7465095896,6.2322958647,2.19,43146.982020045,1159953.5929205
76113.2173336119,6.3779369313,7.7362944929,5.07,26481.511765703,1487849.87617124
61212.1954797677,6.4085006515,5.5380580831,3.5,32045.5598677312,1103072.43866161
59768.8059211667,5.805732788,7.4259034253,3.48,26202.6314642667,897291.115323128
78847.5363681349,5.5732318081,7.0273553691,3.26,20653.8983075222,1214320.57436406
75735.3428993171,5.7617559846,8.0656599214,5.28,37268.2699650518,1364363.3753659
77847.3489675466,5.2396534099,7.2825213016,3.21,30231.8082948475,1249092.92792036
56231.1617958885,5.4598453425,5.0149165173,2.47,52657.0337539504,946479.234861472
89163.4985883294,4.6928554364,6.0107428154,2.27,44016.1474410954,1659805.18404135
62377.0644713619,6.2899931941,7.2184003302,4.46,39075.956378239,1285399.56456229
68864.2822952156,6.0020539398,4.9673883998,4.17,29802.3213829829,898281.902482628
82440.8957558388,6.2915013879,7.0374771174,5.04,27545.5295434146,1483848.16937598
60948.8808841036,7.1618656462,6.2249713301,2.36,39754.3881426467,1353488.41646297
69729.6058626622,6.1682558274,7.2414920401,5.11,31719.7426444339,1268703.8107934
75491.7999947974,6.2992686666,7.3302927601,6.14,26013.6804820049,1448573.84467799
80648.0657134014,6.3553337201,5.8818518846,3.49,35091.9555297816,1343605.80018205
84036.598649968,7.7338348898,5.7404797244,4.21,32766.601972264,1511537.74529088
76590.3767124719,5.9403252761,7.6915357246,3.31,40643.0783279444,1662038.75934349
63534.4559594438,6.4696941299,8.0176923681,3.23,38128.9836956788,1166673.19506452
67269.9955434428,6.3258218347,7.4728498533,6.39,41780.4736923106,1375633.3727061
50887.440074152,4.4589973926,7.0636834386,4.16,47731.0107560068,839638.460964351
80597.1118009174,6.4407963831,7.6612802629,3.1,34487.5747620736,1638265.39452366
66041.1235795393,6.4939165214,8.2193942583,5.15,40163.9708341026,1385400.45567306
81316.3802926969,4.1326944403,7.2044586149,3.36,35589.5947235022,1153233.24064009
67877.0291342096,5.322287408,7.9588941339,5.28,43300.954641304,1370178.47413689
69306.9584200254,5.5626229465,6.9389081525,2.02,36851.3840138554,1181877.18323753
61200.7261753595,5.2996940002,6.2346146404,4.23,42789.692216571,894251.068635776
70619.1669664633,5.890269353,7.9355107556,5.15,37865.6485475869,1421135.8149541
69910.8518839066,5.8999466587,5.6305253318,4.04,38440.7372911124,1028964.47393477
64889.219338114,3.7270839328,7.6554529113,3.2,25904.9799118002,923508.125650491
69900.1339592054,6.3270894556,8.3665059837,6.34,32679.1876633989,1599634.46503679
79045.0398040742,5.53968589,8.20329527,5.26,24721.9590428617,1369186.07029792
76460.2206726015,7.0308448643,6.6299407418,4.16,46851.042190085,1748782.80864004
58307.7278812426,6.3810295375,8.3086031085,4.07,25509.0697773639,1150877.73544325
56679.0160169699,5.0966434865,8.9714118523,5.49,40785.0273026425,1110598.75469886
58823.0501930945,5.7113845145,7.1681899415,4.21,38682.5693278052,1159207.08461659
80836.3448573144,5.7673671998,7.4219209268,3.02,49864.4697713498,1811377.22137966
67710.1129793978,5.8543781339,8.4825225204,4.18,25222.4624151833,1267443.39761177
70027.6471288086,7.3360160307,5.3608858342,3.22,40512.8168472594,1352547.6933606
36100.4442266807,5.7784894994,5.4974498394,2.29,44901.8573376306,599504.019286696
67217.4861439919,4.617497453,6.2649750827,4.19,23999.7552172187,717213.268798954
63657.2756300992,6.4150666563,5.8107286872,3.43,36391.9253899687,1008712.57507319
71468.2716961096,5.4832427516,5.4903118202,3.25,36377.8373517056,1071596.1123723
62989.5114011968,6.5506829325,6.6003583499,4.46,36913.3506667965,1397341.85599371
69327.2601004381,6.1627674873,7.1099240448,6.45,31054.7753236592,1313304.58773627
94902.2372203879,6.3708670951,8.4237881581,3.01,41662.0836336927,2106510.86281894
79579.2047062194,4.826564705,7.1115264036,3.44,31756.4056351154,1306458.90589588
73756.1186240169,5.2506306158,6.4049057024,3.29,59485.0663225112,1354928.95009614
65873.9394062228,7.3094622875,8.56260323,4.49,39785.6278375848,1582765.59247681
52934.4357930116,6.0274457973,6.4641120964,3.44,46520.6921852504,847155.041347286
82830.5935267649,5.9336258685,7.1249166227,4.13,32026.9122534449,1342245.96870617
73930.8399455545,5.281560667,7.6813420234,4.16,42702.4032787946,1363086.90453256
58557.1312815121,5.3021734197,7.0351710356,6.4,54167.341624874,1275318.56220623
51718.3546120464,7.5090438421,7.1093116096,3.11,49639.173236955,1285923.73421191
69807.7233555491,7.4242531387,7.2576041902,3.38,51453.2651634667,1789607.52613989
79627.6285925145,4.6925800364,6.2874243477,2.15,31638.8549745304,1196064.32994419
97112.361251824,5.914724659,6.1336457274,3.1,51470.0676380644,1917583.99861814
74354.2301831316,6.8502081397,6.1473136243,4.39,30091.1168441392,1370274.38731202
72481.0261918089,5.9804193477,8.4591447063,3.07,45160.1016073476,1677204.24621443
73093.4864941204,5.6951446837,5.7803507887,2.37,41796.1256323817,1439714.280561
51992.7432912232,7.1863402871,7.1382339139,3.32,21759.5061259932,1012262.71165943
66484.0481947833,4.8258044253,9.0695301219,3.37,51712.1440873544,1511743.12919103
81182.1539053085,5.2515867511,7.1886790247,4.42,34141.1882405565,1131154.51836542
79103.943278378,3.786709298,7.4209496106,4.47,25767.8186004137,764860.462688998
75070.2625708385,6.6804513169,6.261276083,2.29,44682.7573319758,1681316.36225378
44688.5638164432,5.4801424889,6.4853659771,3.17,25120.9920294286,291724.245610344
73726.1798623194,3.9943233022,7.1057467683,3.13,28666.7711221468,1013252.20904607
64038.9938849947,4.025767576,7.5268342274,4.28,54130.9759530457,1194709.62785816
69896.519194144,5.9800476795,7.9920092552,4.25,38180.8223259288,1463003.05588126
73723.4553454448,6.5290827001,9.1520728989,6.5,24723.2786492985,1453327.91633352
79996.6110314239,6.1138486204,6.7446176878,3.2,28067.6316122945,1291506.38576454
61538.9077869739,7.2339736697,7.3807984262,6.29,51154.1325838593,1625508.01310624
47065.0533027496,5.7675747097,7.2660275966,5.49,24125.8758096708,566896.212327141
82381.5487531014,4.6955681361,8.0457282412,4.14,36655.1289393678,1468513.24437655
80857.4424488323,4.801958518,8.8370023719,3.12,44385.3124078428,1573105.98114498
60893.7640838999,4.1288799507,7.5229486878,5.18,49076.7573524781,968360.5234031
66356.0599611277,7.4809413295,6.7258641786,3.19,38022.8381989082,1309985.88679408
78438.3694635862,7.4752170317,4.9946897863,4.26,35220.3831639023,1361219.30037656
61215.5766107257,7.4883686065,8.791775366,6.14,36495.1709494089,1465120.47000627
64907.9802548734,6.766015619,7.8064632198,5.4,46677.2744031905,1571464.96522196
80008.6678306547,4.8470023206,8.6729788757,5.41,45889.8904874433,1629098.18171952
71356.3027320147,5.1565886929,7.1751891175,5.18,36998.4797891121,1182335.67965011
72432.7003386686,5.8771269153,5.7616698481,3.2,35039.4693898061,1010813.70905556
67284.4748478908,5.4357257338,6.4490259472,3.3,24942.8858513745,924728.537366032
62653.0924618529,6.5439838282,7.8843259091,3.28,41467.8676582237,1382110.2781823
63968.6085821757,6.4285338397,8.5997815161,3.32,27404.5002718,1366727.66269611
74233.9458435358,6.4953443959,6.6183989329,4.02,32875.7690484085,1297849.76365728
59729.2526033979,7.560599416,7.2701382679,6.47,31202.1874180906,1196687.68676655
81132.004292336,5.646510162,6.8967934612,4.12,32311.8532355867,1281113.31524688
68500.8162406269,5.8429707405,7.0317994229,5.36,51746.7276406786,1530729.57845363
55050.3080924089,7.2094436305,7.1530391639,6.2,29423.8275696501,1208664.86338154
76840.458011012,5.5332144956,7.4471274434,5.2,29860.0783132002,1417275.66723223
63428.9164537381,5.3281927378,7.3111347318,6.13,42996.6060795864,1195601.96234849
90592.4696092839,7.7001321098,9.7088030149,5.19,37223.8761672671,2469065.5941747
56685.0144423013,6.9580448643,7.5021153142,3.38,43322.1668543939,1223100.54249556
69230.7497404956,6.4721188184,5.0425753536,2.27,43072.1966063603,1220276.5513435
68916.6537550493,7.002128568,6.2852467373,3.09,42744.8285402519,1311765.14146925
60509.0445882,7.1260748288,8.5279524649,6.29,28410.3037499595,1198313.59809977
85719.3156231459,4.5376684215,6.0292039775,3.19,32058.3562407014,1187609.12228762
62134.0220611204,7.445436394,6.8088789293,2.2,32157.1316870726,1399662.58446726
73435.1751936029,6.3726106891,8.8694665612,4.23,36239.5561714106,1597776.77050618
55612.7629410789,7.691464822,7.186177831,4.22,42258.5373806595,1355022.28256669
70879.908301065,6.7393177823,7.6267991417,5.47,22431.6062617647,1137059.18848432
67461.446227092,4.8911026914,8.0025425214,3.04,34573.112177431,1053815.09690961
84439.8557494407,4.3139778409,7.6987646034,4.48,19835.2473169152,1242421.53205109
67802.3090903772,6.0061713374,7.7943642461,3.11,36129.6910145519,1222041.01583291
62685.2707517242,6.0576494724,6.7661296386,2.17,42018.9385684502,1025461.13442763
71392.4738852653,3.9975331507,7.8395524954,4.26,36009.7003372635,859427.979306825
59050.5342925812,6.0538731568,7.2675971435,5.01,37741.3588237042,1279803.9500805
87895.8652099156,8.0573465179,5.6372791769,4.13,23876.1322087113,1671669.4517342
70276.4049236597,7.0736819227,7.1325404497,3.08,26630.4837342686,1525601.79137374
72640.2640465508,4.4418992933,7.9061050211,4.27,31470.6174558103,998773.997258479
62894.1272425367,6.7753341352,6.6413068339,4.22,20317.2137511066,1012321.57384366
50846.0080635825,5.2722336976,7.9373583647,3.12,45357.0043136834,1252419.19639916
78688.2931893772,6.359688876,7.3491214972,6.39,47812.0184879175,1869313.10698773
76397.0431444862,7.6166436858,6.7644428724,3.23,45281.1865714333,1800685.92248892
62162.6281263691,6.2238965975,7.2893585246,6.43,47747.3638993153,1393100.42260616
75090.7551157236,6.0627555147,6.3687917276,4.29,39456.8720947945,1166558.3735827
61801.4653741059,5.0646114313,7.4810911734,5.49,36326.6969405435,988175.007392312
77429.8334268821,6.9613969055,7.1993320314,4.41,30108.2413276198,1540480.61335358
74388.6012572157,4.2739927451,5.5752604602,3.05,33763.0839395727,866142.183934873
62566.5626365426,4.9374348066,6.3463275642,2.41,29365.6076082708,557362.204267089
68894.8450691528,5.9305016328,6.9743403671,4.47,28851.6014038608,1033290.97490049
68738.3652146447,4.186458038,5.9878964437,3.44,47445.3591672448,1084945.39966764
74277.7199005802,6.9872802384,3.2361940234,3.42,50233.7903100261,1365081.17753985
81280.910556958,5.8759717568,5.2279881677,4.12,34933.1962935028,1239459.81481655
86305.3651405361,8.0644525513,7.2039157549,4.17,37854.3734511362,2056692.76825087
59302.2295756915,6.7908218076,6.4314303377,3.4,25296.735833018,1045395.32904856
81385.2231157892,6.1196875116,6.0839288915,2.31,47897.1566285226,1679204.74093321
64115.0637694515,5.8581570038,7.3363404636,5.39,34312.4125098375,1158742.82993929
90436.9821655078,6.8218812513,7.630184981,6.06,13340.4924262002,1647278.68498366
75940.763889421,5.5617396444,8.5833092466,5.24,49974.8794444474,1702090.6352886
70102.7263447997,6.6465596109,7.1106962233,3.21,28280.9991962514,1379386.382933
69950.9625249788,5.4877125401,9.4627199916,4.04,23733.7942374377,1358526.74126213
65736.3464235392,5.6393294577,6.2998072623,3.13,32964.0182201686,991398.821865517
53825.0130772093,6.4860622423,6.4582961963,4.42,27373.1532830881,957117.647167354
86625.4818360827,6.8303190217,5.6453631399,3.38,42758.6664494007,1638969.26904583
69376.1925686203,5.0383317369,6.0507915192,2.15,18226.1794347776,714142.24065392
68423.0231871806,5.5942513331,4.4589406251,2.21,13345.5644909545,760876.022158527
68720.9217123272,5.4040979471,6.6990218467,2.05,45887.3456196692,1343537.17846673
70005.8536210982,4.5164482154,6.470649695,2.27,40325.174177809,1056993.64859716
66614.6291309269,5.7026186653,6.6675052499,4.5,16654.2613091781,1088222.42090221
58978.2221907078,6.6583456102,7.8899475579,3.01,44071.6046279452,1308983.63216408
64538.5711230349,6.1898553266,9.1663504031,3.46,36678.0636180477,1548322.50070918
76008.0802423637,5.4570439174,7.7569199079,4.41,39842.8629720526,1411749.10721655
87119.1214659505,6.8314733019,6.6548849522,4.17,34671.5984119322,1601904.35654034
62850.3159808685,6.2495035484,7.4742650678,4.31,37764.3622378726,1277297.48311534
66295.0811554278,6.1943916302,6.9143088868,3.31,28112.1690431445,1061552.02189048
63185.8368502573,7.0951532739,6.8242860999,3.01,40080.6906006268,1115013.14745176
74256.1752409479,4.2598764648,7.4835650287,3.02,34684.0971296061,1020842.53135241
71668.3000263985,7.5135420371,6.7031250193,4.3,31352.4092253188,1440961.85694488
54476.2376902763,5.6591231678,6.4101739103,2.45,33533.919660733,817377.311022243
85281.687177665,6.8600599824,6.8073318477,2.47,22887.7218938385,1381536.93394574
72137.8374403923,4.8536658907,8.6755745178,3.46,38259.223799596,1273067.03602756
66112.5364541517,8.2366230137,7.0098032314,6.31,20795.1500583934,1376714.67419886
67047.181003991,6.4402524699,6.6992068125,2.08,37937.1943040041,1293746.87586616
89358.8660174846,6.1478455792,7.3789500072,3.46,34063.6035607699,1750908.2242374
50189.1407961148,6.9253756031,5.1947818999,3.3,35043.8189531876,555811.406742945
73119.7204110819,7.0580457734,7.1465149154,5.44,35426.6901279361,1578829.01221409
67972.6300845308,5.4966682781,6.3372855881,3.22,27865.3307863778,911202.168346109
71739.6121817234,6.5714958526,7.7193012339,5.18,37030.7273104621,1628751.9345879
67292.6038655632,5.6117720568,6.867242299,2.11,41837.858722309,1245400.95531081
70243.4351208891,6.2102707397,6.363084014,2.13,24647.9059093934,993725.217188161
78274.5264251041,4.9109536014,8.6217720961,4.08,56299.7725993437,1816099.13783947
84332.5033196082,6.1824939649,8.7560446565,4.07,33107.3428323372,1570583.34033981
79550.641384136,6.6376338981,7.5312276708,4.05,43636.5044908846,1626321.32095836
79698.2209174024,4.1023355518,6.9125062416,2.29,42046.3404002697,1262494.28682882
71188.8335104431,5.6958972147,5.8565814409,3.08,40656.129691182,1185226.61733018
74605.0353625753,6.8720891941,6.1058581322,3.1,31638.2299132796,1360329.35860971
71222.5978309372,5.217987014,7.7584153324,3.37,54677.972816817,1350459.11556817
80972.9964682306,5.4708507991,6.9131343455,2.22,48036.6101209313,1556987.72445977
51044.2916972007,6.0674873481,7.7836908708,4.17,37730.0070850408,886036.129514087
65066.5435563813,6.2003915414,7.5794791616,6.4,27940.2844169203,1129613.01002033
76259.8252237229,4.946107518,7.1245193097,3.32,19262.6142493575,1070240.01962079
77456.4057275939,6.3942465857,7.2057332577,3.48,37997.5479150885,1587015.35686945
75376.9516030079,4.2277648319,8.182415082,3.26,25548.5142447819,1146321.58139925
79674.4342578,6.3346733445,7.9913293233,5.41,17862.7275042704,1377447.34852066
64408.0858699405,6.3111984444,5.9030839066,3.06,40817.889998612,1113570.85188848
67932.0103162986,6.7723363904,6.2228625508,2.16,51145.3206188269,1593836.78519275
75146.8035885222,4.4544257815,8.5097752744,6.1,55577.9664475156,1560746.86568914
